#sample	data_type	k_cov	mixture	lineages	log_barcodes	log_errors
l_4.4.1_SAMEA3558844	assembly	1	no	4.4.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.4.1_SAMEA5569915	assembly	1	no	4.4.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.4.1_SAMEA7545161	assembly	1	no	4.4.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.4.1_SAMEA7547325	assembly	1	no	4.4.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.4.1_SAMEA9977467	assembly	1	no	4.4.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.4.2_SAMEA7544223	assembly	1	no	4.4.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4.2 (1, 1, 1, 1, 1, 1)	
l_4.4.2_SAMEA7544675	assembly	1	no	4.4.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4.2 (1, 1, 1, 1, 1, 1)	
l_4.4.2_SAMN01908885	assembly	1	no	4.4.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4.2 (1, 1, 1, 1, 1, 1)	
l_4.4.2_SAMN17301426	assembly	1	no	4.4.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4.2 (1, 1, 1, 1, 1, 1)	
l_4.4.2_SAMN19113033	assembly	1	no	4.4.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4.2 (1, 1, 1, 1, 1, 1)	
l_4.4.2_SAMN30158198	assembly	1	no	4.4.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4.2 (1, 1, 1, 1, 1, 1)	
l_4.4_SAMEA1119643	assembly	1	no	4.4 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.4_SAMEA7528156	assembly	1	no	4.4 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.4_SAMN03647101	assembly	1	no	4.4 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.4_SAMN06579121	assembly	1	no	4.4 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.4_SAMN20512701	assembly	1	no	4.4 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.4_SAMN20512785	assembly	1	no	4.4 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.4_SAMN27761176	assembly	1	no	4.4 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.4_SAMN30543793	assembly	1	no	4.4 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.5_SAMEA112802084	assembly	1	no	4.5 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.5_SAMEA112806227	assembly	1	no	4.5 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.5_SAMEA2783407	assembly	1	no	4.5 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.5_SAMEA7544279	assembly	1	no	4.5 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.5_SAMEA7544671	assembly	1	no	4.5 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.5_SAMN20512547	assembly	1	no	4.5 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.5_SAMN27762540	assembly	1	no	4.5 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.5_SAMN33573763	assembly	1	no	4.5 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.1.1_SAMEA3374851	assembly	1	no	4.6.1.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6.1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.1.1_SAMEA8994147	assembly	1	no	4.6.1.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6.1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.1.1_SAMEA8994182	assembly	1	no	4.6.1.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6.1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.1.1_SAMN09685342	assembly	1	no	4.6.1.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6.1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.1.2_SAMEA8994052	assembly	1	no	4.6.1.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6.1.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.1.2_SAMEA8994118	assembly	1	no	4.6.1.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6.1.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.1.2_SAMEA8994317	assembly	1	no	4.6.1.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6.1.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.1.2_SAMEA8994351	assembly	1	no	4.6.1.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6.1.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.1_SAMEA11006599	assembly	1	no	4.6.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.1_SAMEA2297044	assembly	1	no	4.6.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.1_SAMEA4798823	assembly	1	no	4.6.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.1_SAMEA6656027	assembly	1	no	4.6.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.1_SAMEA7550599	assembly	1	no	4.6.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.1_SAMEA7553350	assembly	1	no	4.6.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.2.1_SAMEA1018896	assembly	1	no	4.6.2.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6.2.1 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.2.1_SAMEA8700419	assembly	1	no	4.6.2.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6.2.1 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.2.1_SAMN20693436	assembly	1	no	4.6.2.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6.2.1 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.2.1_SAMN28453139	assembly	1	no	4.6.2.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6.2.1 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.2.2_SAMEA2535121	assembly	1	no	4.6.2.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6.2.2 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.2.2_SAMEA3432970	assembly	1	no	4.6.2.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6.2.2 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.2.2_SAMEA7552952	assembly	1	no	4.6.2.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6.2.2 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.2.2_SAMN14481501	assembly	1	no	4.6.2.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6.2.2 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.2_SAMEA1119230	assembly	1	no	4.6.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.2_SAMEA112806890	assembly	1	no	4.6.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.2_SAMEA1397288	assembly	1	no	4.6.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.2_SAMEA7553931	assembly	1	no	4.6.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.2_SAMN08436003	assembly	1	no	4.6.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.2_SAMN27765561	assembly	1	no	4.6.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.3_SAMEA1118829	assembly	1	no	4.6.3 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.3_SAMEA1876316	assembly	1	no	4.6.3 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.3_SAMEA1885904	assembly	1	no	4.6.3 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.3_SAMEA6655995	assembly	1	no	4.6.3 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.3_SAMN03647899	assembly	1	no	4.6.3 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.3_SAMN03647932	assembly	1	no	4.6.3 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.4_SAMEA112806243	assembly	1	no	4.6.4 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.4_SAMEA13292723	assembly	1	no	4.6.4 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.4_SAMEA13292737	assembly	1	no	4.6.4 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.4_SAMEA2534383	assembly	1	no	4.6.4 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.4_SAMEA3558843	assembly	1	no	4.6.4 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.4_SAMEA3558897	assembly	1	no	4.6.4 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.5_SAMEA112801204	assembly	1	no	4.6.5 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.5 (1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.5_SAMEA112803317	assembly	1	no	4.6.5 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.5 (1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.5_SAMEA112805028	assembly	1	no	4.6.5 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.5 (1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.5_SAMEA3446432	assembly	1	no	4.6.5 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.5 (1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.5_SAMEA7561874	assembly	1	no	4.6.5 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.5 (1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6.5_SAMN13568178	assembly	1	no	4.6.5 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1), 4.6.5 (1, 1, 1, 1, 1, 1, 1, 1)	
l_4.6_SAMEA112800954	assembly	1	no	4.6 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1)	
l_4.6_SAMEA112800973	assembly	1	no	4.6 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1)	
l_4.6_SAMEA13321125	assembly	1	no	4.6 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1)	
l_4.6_SAMEA3447595	assembly	1	no	4.6 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1)	
l_4.6_SAMEA7550008	assembly	1	no	4.6 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1)	
l_4.6_SAMEA7552852	assembly	1	no	4.6 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1)	
l_4.6_SAMEA7563117	assembly	1	no	4.6 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1)	
l_4.6_SAMN03648186	assembly	1	no	4.6 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.6 (1, 1, 1, 1, 1, 1, 1)	
l_4.7_SAMEA111556246	assembly	1	no	4.7 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.7 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.7_SAMEA112802942	assembly	1	no	4.7 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.7 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.7_SAMEA13294908	assembly	1	no	4.7 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.7 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.7_SAMEA4798797	assembly	1	no	4.7 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.7 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.7_SAMEA7563887	assembly	1	no	4.7 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.7 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.7_SAMEA9976749	assembly	1	no	4.7 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.7 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.7_SAMN08709210	assembly	1	no	4.7 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.7 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.7_SAMN13066692	assembly	1	no	4.7 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.7 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.8.1_SAMEA10030163	assembly	1	no	4.8.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.8.1_SAMEA14493219	assembly	1	no	4.8.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.8.1_SAMN05575348	assembly	1	no	4.8.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.8.1_SAMN08732387	assembly	1	no	4.8.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.8.1_SAMN08912786	assembly	1	no	4.8.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.8.1_SAMN08913177	assembly	1	no	4.8.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.8.2_SAMEA1019011	assembly	1	no	4.8.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.8.2_SAMEA1019110	assembly	1	no	4.8.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.8.2_SAMEA1019212	assembly	1	no	4.8.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.8.2_SAMEA7555651	assembly	1	no	4.8.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.8.2_SAMEA961590	assembly	1	no	4.8.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.8.2_SAMN26038090	assembly	1	no	4.8.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.8.3_SAMEA2534256	assembly	1	no	4.8.3 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.8.3_SAMEA2534381	assembly	1	no	4.8.3 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.8.3_SAMEA2534417	assembly	1	no	4.8.3 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.8.3_SAMEA2534619	assembly	1	no	4.8.3 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.8.3_SAMEA2534724	assembly	1	no	4.8.3 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.8.3_SAMEA2534838	assembly	1	no	4.8.3 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.8_SAMEA112803472	assembly	1	no	4.8 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
